rank,track,primaryArtist,artistCredits,year,trackId,trackPlayUrl,trackPreviewUrl,trackPopularity,durationMs,key,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,albumName,albumArtUrl
53,"Far Away",Nickelback,Nickelback,2006-01-01T07:00:00.000Z,0ADZ5dmXhlfzjMw6lefoPl,https://open.spotify.com/track/0ADZ5dmXhlfzjMw6lefoPl,https://p.scdn.co/mp3-preview/ee5ef1ff3c6c82863e00c2f29775d16af8c22b37?cid=957b95b824cd41e99aa58c2c544d8191,72,238173,6,1,4,0.000696,0.518,0.797,0,0.107,-5.153,0.0309,0.293,132.915,All the Right Reasons,https://i.scdn.co/image/ab67616d00001e02687a75825a4edd459be9e44d
54,"What's Left of Me",Nick Lachey,Nick Lachey,2006-01-01T07:00:00.000Z,1bPqAXwNiVcM6zjJU1Z4Cd,https://open.spotify.com/track/1bPqAXwNiVcM6zjJU1Z4Cd,https://p.scdn.co/mp3-preview/692e56f2d987b7962a96f898dddc38c2dfdfb09e?cid=957b95b824cd41e99aa58c2c544d8191,50,244667,7,1,4,0.136,0.421,0.728,0,0.136,-5.644,0.035,0.311,150.12,What's Left Of Me,https://i.scdn.co/image/ab67616d00001e026cb1516a85ff50124b1ba9a1
55,"So What",Field Mob,Field Mob featuring Ciara,2006-01-01T07:00:00.000Z,0Uc706myy6Th7I6KQ9xA1x,https://open.spotify.com/track/0Uc706myy6Th7I6KQ9xA1x,,56,216000,6,1,4,0.0579,0.931,0.486,0,0.161,-10.558,0.139,0.896,120.026,Light Poles And Pine Trees,https://i.scdn.co/image/ab67616d00001e02db0e053f5521391f345fe151
56,"Do It to It",Cherish,Cherish featuring Sean P,2006-01-01T07:00:00.000Z,6MBEjJlXQYXr8dfxDvZuoA,https://open.spotify.com/track/6MBEjJlXQYXr8dfxDvZuoA,,61,226293,2,1,4,0.00798,0.826,0.67,0,0.495,-5.559,0.169,0.794,74.007,Unappreciated,https://i.scdn.co/image/ab67616d00001e02a77aa5b5a8bd7322f93ad90b
57,"Black Horse and the Cherry Tree",KT Tunstall,KT Tunstall,2006-01-01T07:00:00.000Z,0qAMjeQFyd1qD0LDiV8gWp,https://open.spotify.com/track/0qAMjeQFyd1qD0LDiV8gWp,,63,172373,4,0,4,0.328,0.748,0.786,0,0.34,-7.788,0.0641,0.917,104.833,Eye To The Telescope,https://i.scdn.co/image/ab67616d00001e02183730e8038fa632b2c227da
58,"There It Go (The Whistle Song)",Juelz Santana,Juelz Santana,2006-01-01T07:00:00.000Z,50UkypyQJbSQLaXHke5Yep,https://open.spotify.com/track/50UkypyQJbSQLaXHke5Yep,,61,180493,6,0,4,0.023,0.942,0.892,0.000897,0.264,-6.363,0.196,0.595,100.007,What The Game's Been Missing!,https://i.scdn.co/image/ab67616d00001e02fdd368f6601801914cf29501
59,"Shoulder Lean",Young Dro,Young Dro featuring T.I.,2006-01-01T07:00:00.000Z,2OqYarizUUGzSSNHPrDEii,https://open.spotify.com/track/2OqYarizUUGzSSNHPrDEii,https://p.scdn.co/mp3-preview/28ab8dae501a4f6ba687819921d8d14d02b807e2?cid=957b95b824cd41e99aa58c2c544d8191,58,258680,4,0,4,0.0471,0.7,0.518,0,0.1,-7.191,0.177,0.542,75.973,Best Thang Smokin' (Explicit Version),https://i.scdn.co/image/ab67616d00001e02b01020ac52bc19d76d6e82e0
60,"Unpredictable",Jamie Foxx,Jamie Foxx featuring Ludacris,2006-01-01T07:00:00.000Z,3UNrtRxBBlWE70SjxnOo02,https://open.spotify.com/track/3UNrtRxBBlWE70SjxnOo02,https://p.scdn.co/mp3-preview/df19f3d8fa35c0ca0c5b5307fee5c37ba47385e1?cid=957b95b824cd41e99aa58c2c544d8191,53,219867,9,1,4,0.206,0.734,0.599,0,0.0555,-8.462,0.197,0.772,145.185,Unpredictable,https://i.scdn.co/image/ab67616d00001e024ce698fdff88fd04db890e02
61,"My Love",Justin Timberlake,Justin Timberlake featuring T.I.,2006-01-01T07:00:00.000Z,4NeOWqHmlrGRuBvsLJC9rL,https://open.spotify.com/track/4NeOWqHmlrGRuBvsLJC9rL,https://p.scdn.co/mp3-preview/e3c89e86be573448606421ca3d65660e0092a365?cid=957b95b824cd41e99aa58c2c544d8191,72,276160,11,0,4,0.277,0.771,0.68,0.0000118,0.682,-5.881,0.224,0.808,119.952,FutureSex/LoveSounds Deluxe Edition,https://i.scdn.co/image/ab67616d00001e02c68f26a3d34fbd0faed2b473
62,"Shake That",Eminem,Eminem featuring Nate Dogg,2006-01-01T07:00:00.000Z,0fGh0trRN1xz3s41r7V5ce,https://open.spotify.com/track/0fGh0trRN1xz3s41r7V5ce,,73,274440,1,0,4,0.0507,0.963,0.643,0.0000494,0.157,-5.785,0.117,0.534,107.005,Curtain Call: The Hits (Deluxe Edition),https://i.scdn.co/image/ab67616d00001e02eab40fc794b88b9d1e012578
63,"Pullin' Me Back",Chingy,Chingy featuring Tyrese,2006-01-01T07:00:00.000Z,5hF2LnbkpnXCkksMSeWcxZ,https://open.spotify.com/track/5hF2LnbkpnXCkksMSeWcxZ,,61,234133,7,1,4,0.0825,0.786,0.511,0,0.12,-6.66,0.286,0.587,80,Hoodstar (Deluxe Edition),https://i.scdn.co/image/ab67616d00001e0259598dc11a3c71ad02b58078
64,"Bossy",Kelis,Kelis featuring Too Short,2006-01-01T07:00:00.000Z,0Eu5SrReZzaJX0NLKI8tQS,https://open.spotify.com/track/0Eu5SrReZzaJX0NLKI8tQS,https://p.scdn.co/mp3-preview/bfeeb0e85608082aca08806ab73668f02caf4238?cid=957b95b824cd41e99aa58c2c544d8191,51,274947,4,1,4,0.000185,0.906,0.624,0.00000621,0.0608,-5.556,0.179,0.775,84.009,Kelis Was Here,https://i.scdn.co/image/ab67616d00001e02f7c1f1c40c77e6d3e67195a2
65,"Chain Hang Low",Jibbs,Jibbs,2006-01-01T07:00:00.000Z,0tYPj0NYa7vjlJaqlRSnJb,https://open.spotify.com/track/0tYPj0NYa7vjlJaqlRSnJb,,59,207587,4,0,4,0.0259,0.792,0.589,0.000128,0.114,-6.869,0.262,0.778,157.147,Jibbs feat. Jibbs,https://i.scdn.co/image/ab67616d00001e020fdc4dce5747cfb5d255f609
66,"Smack That",Akon,Akon featuring Eminem,2006-01-01T07:00:00.000Z,2kQuhkFX7uSVepCD3h29g5,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,,71,212360,5,0,4,0.321,0.939,0.742,0,0.107,-5.171,0.0467,0.924,118.978,Konvicted,https://i.scdn.co/image/ab67616d00001e02d9bcf5565005950b353bc9cf
67,"One Wish",Ray J,Ray J,2006-01-01T07:00:00.000Z,5qrzhg9Fmu8Amg2uMhHfe5,https://open.spotify.com/track/5qrzhg9Fmu8Amg2uMhHfe5,https://p.scdn.co/mp3-preview/33aa4adbd5f11627ec6dbb96f2b3dcf493760473?cid=957b95b824cd41e99aa58c2c544d8191,69,337640,5,0,4,0.278,0.525,0.652,0,0.339,-7.042,0.28,0.602,127.673,Raydiation,https://i.scdn.co/image/ab67616d00001e0270825280030fcae3d4e3ff74
68,"Sugar, We're Goin Down",Fall Out Boy,Fall Out Boy,2006-01-01T07:00:00.000Z,2TfSHkHiFO4gRztVIkggkE,https://open.spotify.com/track/2TfSHkHiFO4gRztVIkggkE,,79,229093,7,1,4,0.00579,0.494,0.842,0,0.122,-4.784,0.0843,0.574,162.011,From Under The Cork Tree,https://i.scdn.co/image/ab67616d00001e0271565eda831124be86c603d5
69,"Gimme That",Chris Brown,Chris Brown featuring Lil Wayne,2006-01-01T07:00:00.000Z,53ETzLQQKFCzykRbqWb1ph,https://open.spotify.com/track/53ETzLQQKFCzykRbqWb1ph,https://p.scdn.co/mp3-preview/ca490ea54328067b85651640d9bd88d98b5e6e54?cid=957b95b824cd41e99aa58c2c544d8191,64,186827,11,0,4,0.00374,0.678,0.572,0.0000659,0.118,-7.033,0.0466,0.444,87.165,Chris Brown (Expanded Edition),https://i.scdn.co/image/ab67616d00001e02f9685817281327d5fecb244e
70,"I Know You See It",Yung Joc,Yung Joc,2006-01-01T07:00:00.000Z,6giYNaycmjkbf7UmZ6RGtL,https://open.spotify.com/track/6giYNaycmjkbf7UmZ6RGtL,https://p.scdn.co/mp3-preview/0013241475ca3578e22a0177d961f21aac870a0d?cid=957b95b824cd41e99aa58c2c544d8191,52,241307,1,1,4,0.0702,0.744,0.368,0,0.192,-6.349,0.0524,0.391,84.018,New Joc City (Explicit Content U.S. Version),https://i.scdn.co/image/ab67616d00001e02d5acd56d860b2481e9cbd3e1
71,"Who Says You Can't Go Home",Bon Jovi,Bon Jovi featuring Jennifer Nettles,2006-01-01T07:00:00.000Z,5439qJTu5mVH9aeriwp03u,https://open.spotify.com/track/5439qJTu5mVH9aeriwp03u,,56,230280,7,1,4,0.0437,0.537,0.885,0,0.274,-3.641,0.0343,0.802,131.698,Have A Nice Day,https://i.scdn.co/image/ab67616d00001e02a2841eb6e1649170cc312871
72,"Too Little Too Late",JoJo,JoJo,2006-01-01T07:00:00.000Z,3hc7PLcmuZbJGPjhIore1i,https://open.spotify.com/track/3hc7PLcmuZbJGPjhIore1i,https://p.scdn.co/mp3-preview/9e203255987d33c1d9c12045738fbbfdd9864901?cid=957b95b824cd41e99aa58c2c544d8191,67,223533,6,0,4,0.00302,0.394,0.821,0.019,0.186,-4.304,0.0404,0.509,82.764,The High Road (2018),https://i.scdn.co/image/ab67616d00001e020bae167515dbfff97a1f8ecc
73,"Touch It",Busta Rhymes,Busta Rhymes,2006-01-01T07:00:00.000Z,3HVJbdz0V402U5YggQK4Ao,https://open.spotify.com/track/3HVJbdz0V402U5YggQK4Ao,,55,214960,1,1,5,0.0043,0.658,0.551,0.000108,0.197,-6.62,0.37,0.442,138.335,The Big Bang,https://i.scdn.co/image/ab67616d00001e02cb985820fdad1b2ff5402141
74,"Rompe",Daddy Yankee,Daddy Yankee,2006-01-01T07:00:00.000Z,6hL0nLb28v2RYA0L1T66Xa,https://open.spotify.com/track/6hL0nLb28v2RYA0L1T66Xa,,0,189040,1,0,4,0.0358,0.687,0.806,0.00000583,0.0569,-6.019,0.0549,0.534,176.064,Mix Para Perrear,https://i.scdn.co/image/ab67616d00001e027f75b6ecde17ace6aebf6c2f
75,"Déjà Vu",Beyoncé,Beyoncé featuring Jay-Z,2006-01-01T07:00:00.000Z,423EcxblW9F4nnQkqcqMlK,https://open.spotify.com/track/423EcxblW9F4nnQkqcqMlK,https://p.scdn.co/mp3-preview/f99e1e07866947507b530ac6d225dc44c10e7571?cid=957b95b824cd41e99aa58c2c544d8191,60,240280,7,1,4,0.0071,0.644,0.746,0.0000122,0.0743,-4.941,0.341,0.355,105.253,B'Day Deluxe Edition,https://i.scdn.co/image/ab67616d00001e02026e88f624dfb96f2e1ef10b
76,"Life Is a Highway",Rascal Flatts,Rascal Flatts,2006-01-01T07:00:00.000Z,2Fs18NaCDuluPG1DHGw1XG,https://open.spotify.com/track/2Fs18NaCDuluPG1DHGw1XG,,74,276320,5,1,4,0.00324,0.582,0.952,0,0.223,-3.848,0.0731,0.655,103.027,Me And My Gang,https://i.scdn.co/image/ab67616d00001e02aa6b03f85a0f2cb16e88ec0c
77,"Call Me When You're Sober",Evanescence,Evanescence,2006-01-01T07:00:00.000Z,663Karu2rvKLdnY0eo1n3M,https://open.spotify.com/track/663Karu2rvKLdnY0eo1n3M,,67,214707,7,1,4,0.00193,0.45,0.883,0,0.293,-4.094,0.0524,0.328,93.41,The Open Door,https://i.scdn.co/image/ab67616d00001e027b8aabae10ab5bbe7c7f11c5
78,"Jesus, Take the Wheel",Carrie Underwood,Carrie Underwood,2006-01-01T07:00:00.000Z,3lec3CzDPAxsZokPph5w87,https://open.spotify.com/track/3lec3CzDPAxsZokPph5w87,https://p.scdn.co/mp3-preview/a150f4acd78de8e3ba8d028a3cb28209ff30fc73?cid=957b95b824cd41e99aa58c2c544d8191,62,226493,2,1,4,0.665,0.359,0.518,0,0.106,-3.537,0.0302,0.135,76.572,Some Hearts,https://i.scdn.co/image/ab67616d00001e02724bd326692d222c5906b0b0
79,"Show Stopper",Danity Kane,Danity Kane featuring Yung Joc,2006-01-01T07:00:00.000Z,5FRIqUXfTazrtRmYEGO4G0,https://open.spotify.com/track/5FRIqUXfTazrtRmYEGO4G0,https://p.scdn.co/mp3-preview/15c227864672a786fcace07c01c6532c922586a4?cid=957b95b824cd41e99aa58c2c544d8191,56,229240,5,0,4,0.0133,0.755,0.408,0,0.33,-10.33,0.187,0.465,76.034,Danity Kane,https://i.scdn.co/image/ab67616d00001e0242ec333338fddb4a24ff7e29
80,"Get Up",Ciara,Ciara featuring Chamillionaire,2006-01-01T07:00:00.000Z,3rKCDtV8UcF0RytSiXxypc,https://open.spotify.com/track/3rKCDtV8UcF0RytSiXxypc,https://p.scdn.co/mp3-preview/2c59e978a766baefcd00eb3ea1751b6484f3487c?cid=957b95b824cd41e99aa58c2c544d8191,59,261880,1,0,4,0.0248,0.964,0.595,0.00000514,0.0405,-6.887,0.109,0.629,128.593,The Evolution,https://i.scdn.co/image/ab67616d00001e028136c2c2762cba40cb51f9aa
81,"We Be Burnin'",Sean Paul,Sean Paul,2006-01-01T07:00:00.000Z,4kOTDj4SiZPkW1p96WMDNv,https://open.spotify.com/track/4kOTDj4SiZPkW1p96WMDNv,https://p.scdn.co/mp3-preview/4851237bd0fb9561e6dc27bd6779339bb2e196d3?cid=957b95b824cd41e99aa58c2c544d8191,59,213066,1,1,4,0.145,0.95,0.803,0,0.0748,-4.195,0.151,0.86,117,The Trinity,https://i.scdn.co/image/ab67616d00001e0269ba684e533706bafe248ef3
82,"Hate Me",Blue October,Blue October,2006-01-01T07:00:00.000Z,1tL40tfdtUaSLek4DvDDr3,https://open.spotify.com/track/1tL40tfdtUaSLek4DvDDr3,,60,380200,4,0,4,0.477,0.449,0.691,0,0.0966,-5.65,0.0349,0.201,93.267,Foiled,https://i.scdn.co/image/ab67616d00001e0203c87a7a7fb22e536c6ea781
83,"You and Me",Lifehouse,Lifehouse,2006-01-01T07:00:00.000Z,0815caqt2Lytro5EIzMufT,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT,,77,195493,7,1,3,0.114,0.459,0.427,0,0.168,-7.734,0.0267,0.354,139.902,Lifehouse,https://i.scdn.co/image/ab67616d00001e02a35daeab41d7d6da14cc809c
84,"Beep",Pussycat Dolls,Pussycat Dolls featuring will.i.am,2006-01-01T07:00:00.000Z,5TXNLJ2EENAt3Tf9MX4kT2,https://open.spotify.com/track/5TXNLJ2EENAt3Tf9MX4kT2,,51,229360,7,1,4,0.00914,0.935,0.745,0,0.116,-6.391,0.0431,0.518,103.691,PCD,https://i.scdn.co/image/ab67616d00001e028cc44129c3b11adec74058d6
85,"I Think They Like Me",Dem Franchize Boyz,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",2006-01-01T07:00:00.000Z,5a4AQWs84xeEyYUd1iC2Pn,https://open.spotify.com/track/5a4AQWs84xeEyYUd1iC2Pn,,49,282093,7,1,4,0.00447,0.781,0.625,0,0.185,-9.139,0.373,0.679,83.024,On Top Of Our Game,https://i.scdn.co/image/ab67616d00001e020b7ca7ba01c2f0393c3a9292
86,"Say Goodbye",Chris Brown,Chris Brown,2006-01-01T07:00:00.000Z,5F7IJrXD6Fa3EmqoYE0gU4,https://open.spotify.com/track/5F7IJrXD6Fa3EmqoYE0gU4,https://p.scdn.co/mp3-preview/54e7f4be57a57c61f08123b2a4f41c4f1dd0917d?cid=957b95b824cd41e99aa58c2c544d8191,68,289760,1,1,4,0.00167,0.8,0.502,0,0.0784,-6.062,0.0371,0.388,115.091,Chris Brown (Expanded Edition),https://i.scdn.co/image/ab67616d00001e02f9685817281327d5fecb244e
87,"Waiting on the World to Change",John Mayer,John Mayer,2006-01-01T07:00:00.000Z,5imShWWzwqfAJ9gXFpGAQh,https://open.spotify.com/track/5imShWWzwqfAJ9gXFpGAQh,https://p.scdn.co/mp3-preview/50fc46ef0800aef6c599266eb18592c784e93209?cid=957b95b824cd41e99aa58c2c544d8191,74,201173,2,1,4,0.159,0.577,0.756,0.000232,0.249,-5.82,0.115,0.663,176.75,Continuum,https://i.scdn.co/image/ab67616d00001e027af5fdc5ef048a68db62b85f
88,"Soul Survivor",Young Jeezy,Young Jeezy featuring Akon,2006-01-01T07:00:00.000Z,0Ss50OU9tCozI7JIywkv14,https://open.spotify.com/track/0Ss50OU9tCozI7JIywkv14,,67,280013,10,1,4,0.00103,0.682,0.483,0,0.159,-7.718,0.0451,0.108,84.012,Let's Get It: Thug Motivation 101,https://i.scdn.co/image/ab67616d00001e02e647a3be0956a5d9769f0444
89,"Pump It",The Black Eyed Peas,The Black Eyed Peas,2006-01-01T07:00:00.000Z,0jiD9Iidot1N629QdpU8pP,https://open.spotify.com/track/0jiD9Iidot1N629QdpU8pP,https://p.scdn.co/mp3-preview/62381fffb0b610501b414121c56c0220e078a287?cid=957b95b824cd41e99aa58c2c544d8191,14,215112,1,0,4,0.185,0.713,0.649,0,0.0959,-8.679,0.247,0.656,153.941,Pump It (In the Style of Black Eyed Peas) [Karaoke Version] - Single,https://i.scdn.co/image/ab67616d00001e02e4cfca0f5ac2ba3a8b3fd998
90,"When I'm Gone",Eminem,Eminem,2006-01-01T07:00:00.000Z,2lRI7n5b9jlPYsEpRuots6,https://open.spotify.com/track/2lRI7n5b9jlPYsEpRuots6,,63,281120,10,0,4,0.0551,0.608,0.745,0,0.27,-5.496,0.365,0.725,150.068,When I'm Gone,https://i.scdn.co/image/ab67616d00001e02c3e575617a5604fc4c34d93b
91,"Hung Up",Madonna,Madonna,2006-01-01T07:00:00.000Z,3850dYVgOFIXJh5U4BFEWH,https://open.spotify.com/track/3850dYVgOFIXJh5U4BFEWH,https://p.scdn.co/mp3-preview/bf54eab00d276b376af52d0de2b3df1b8a21c1eb?cid=957b95b824cd41e99aa58c2c544d8191,74,337733,9,0,4,0.0039,0.649,0.647,0.161,0.0686,-7.695,0.0452,0.405,125.02,Confessions on a Dance Floor,https://i.scdn.co/image/ab67616d00001e02efcbc3f42da96cea7583bb6f
92,"Stay Fly",Three 6 Mafia,Three 6 Mafia featuring Young Buck and 8Ball & MJG,2006-01-01T07:00:00.000Z,5MYFw4T2gy52pOGBN4EYHS,https://open.spotify.com/track/5MYFw4T2gy52pOGBN4EYHS,https://p.scdn.co/mp3-preview/4732cd108f1f83fde15822e54261f3f648d443fe?cid=957b95b824cd41e99aa58c2c544d8191,64,236600,11,1,4,0.108,0.789,0.881,0,0.355,-5.758,0.0331,0.647,133.301,Most Known Unknown (Explicit),https://i.scdn.co/image/ab67616d00001e02f52c28f42318cdfe7718e32a
93,"Love",Keyshia Cole,Keyshia Cole,2006-01-01T07:00:00.000Z,0W4NhJhcqKCqEP2GIpDCDq,https://open.spotify.com/track/0W4NhJhcqKCqEP2GIpDCDq,,75,255333,5,1,4,0.064,0.688,0.519,0,0.1,-4.285,0.0283,0.318,116.714,The Way It Is,https://i.scdn.co/image/ab67616d00001e022cc2323c681b3f84cdc8379a
94,"When You're Mad",Ne-Yo,Ne-Yo,2006-01-01T07:00:00.000Z,5FXOEdfNW7nYQrBWtW49Cl,https://open.spotify.com/track/5FXOEdfNW7nYQrBWtW49Cl,,57,222000,6,1,4,0.364,0.66,0.548,0,0.108,-7.127,0.215,0.436,86.947,In My Own Words,https://i.scdn.co/image/ab67616d00001e02987a1825341694ec9bc62457
95,"Why You Wanna",T.I.,T.I.,2006-01-01T07:00:00.000Z,1g0oI97rPdYuWDIpkbtQdv,https://open.spotify.com/track/1g0oI97rPdYuWDIpkbtQdv,https://p.scdn.co/mp3-preview/7c1deed872a852a704b742a38aa8d54cf7cef434?cid=957b95b824cd41e99aa58c2c544d8191,51,215000,1,0,4,0.358,0.802,0.772,0,0.0603,-4.893,0.192,0.654,96.046,King,https://i.scdn.co/image/ab67616d00001e02d5fa46459e5489190606f47f
96,"Stupid Girls",Pink,Pink,2006-01-01T07:00:00.000Z,1Ab6RxeKl3e07zP7Get7CX,https://open.spotify.com/track/1Ab6RxeKl3e07zP7Get7CX,https://p.scdn.co/mp3-preview/684daecf2d28169610b7e2ec6dbb3331fe666c25?cid=957b95b824cd41e99aa58c2c544d8191,58,197173,4,0,4,0.000738,0.683,0.886,0.00188,0.0524,-5.045,0.071,0.566,100.04,I'm Not Dead,https://i.scdn.co/image/ab67616d00001e020156b42e6443277454bb30fa
97,"Feel Good Inc.",Gorillaz,Gorillaz,2006-01-01T07:00:00.000Z,0d28khcov6AiegSCpG5TuT,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT,https://p.scdn.co/mp3-preview/7388c425022ced92b1caa7f73bcf0cb3080aee47?cid=957b95b824cd41e99aa58c2c544d8191,82,222640,6,1,4,0.00836,0.818,0.705,0.00233,0.613,-6.679,0.177,0.772,138.559,Demon Days,https://i.scdn.co/image/ab67616d00001e0219d85a472f328a6ed9b704cf
98,"I'm Sprung",T-Pain,T-Pain,2006-01-01T07:00:00.000Z,0F7rEdewJ6cSLylOZZpDu7,https://open.spotify.com/track/0F7rEdewJ6cSLylOZZpDu7,https://p.scdn.co/mp3-preview/ea9b29b0b6ca3f86fc7f467f96de17f8bcc57da5?cid=957b95b824cd41e99aa58c2c544d8191,67,230713,0,0,4,0.088,0.722,0.329,0,0.081,-11.617,0.108,0.166,99.991,Rappa Ternt Sanga,https://i.scdn.co/image/ab67616d00001e02bfe8c2950592fbe9dd9d75c3
99,"Do I Make You Proud",Taylor Hicks,Taylor Hicks,2006-01-01T07:00:00.000Z,3lxFENvLW8nxXAbNfkZ7IJ,https://open.spotify.com/track/3lxFENvLW8nxXAbNfkZ7IJ,https://p.scdn.co/mp3-preview/80dc9147bcb367ecfca9653adc02ceb04551f3d3?cid=957b95b824cd41e99aa58c2c544d8191,40,248693,1,1,4,0.026,0.463,0.524,0,0.102,-8.207,0.0316,0.308,144.055,Do I Make You Proud / Takin' It To The Streets,https://i.scdn.co/image/ab67616d00001e02000a45fac87e773bf1f9aa46
100,"For You I Will (Confidence)",Teddy Geiger,Teddy Geiger,2006-01-01T07:00:00.000Z,455oIAZ4IjGdcW0lTRpMxx,https://open.spotify.com/track/455oIAZ4IjGdcW0lTRpMxx,https://p.scdn.co/mp3-preview/59bbbaaae39448e35790595c006e01b018ae94f0?cid=957b95b824cd41e99aa58c2c544d8191,7,227596,1,0,3,0.0363,0.375,0.539,0.000233,0.132,-12.153,0.042,0.0772,178.801,For You I Will (Confidence) [In the Style of Teddy Geiger] [Karaoke Version],https://i.scdn.co/image/ab67616d00001e0260fd94058ea90d7114ae9afa
1,"Irreplaceable",Beyoncé,Beyoncé,2007-01-01T07:00:00.000Z,6RX5iL93VZ5fKmyvNXvF1r,https://open.spotify.com/track/6RX5iL93VZ5fKmyvNXvF1r,https://p.scdn.co/mp3-preview/b1cd9ecf3b5108363846f497897b5bcbec44343a?cid=957b95b824cd41e99aa58c2c544d8191,73,227853,7,0,4,0.0293,0.447,0.694,0.00000546,0.167,-4.637,0.382,0.509,175.868,B'Day Deluxe Edition,https://i.scdn.co/image/ab67616d00001e02026e88f624dfb96f2e1ef10b
2,"Umbrella",Rihanna,Rihanna featuring Jay-Z,2007-01-01T07:00:00.000Z,49FYlytm3dAAraYgpoJZux,https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux,,83,275987,1,1,4,0.00864,0.583,0.829,0,0.0426,-4.603,0.134,0.575,174.028,Good Girl Gone Bad: Reloaded,https://i.scdn.co/image/ab67616d00001e02f9f27162ab1ed45b8d7a7e98
3,"The Sweet Escape",Gwen Stefani,Gwen Stefani featuring Akon,2007-01-01T07:00:00.000Z,66ZcOcouenzZEnzTJvoFmH,https://open.spotify.com/track/66ZcOcouenzZEnzTJvoFmH,,68,246467,1,1,4,0.191,0.756,0.77,0,0.178,-3.502,0.0343,0.73,119.961,The Sweet Escape,https://i.scdn.co/image/ab67616d00001e028dd53da15b55d402dfc3a20e
4,"Big Girls Don't Cry",Fergie,Fergie,2007-01-01T07:00:00.000Z,3Q4WeJmzxuDpzMu9QjQqbM,https://open.spotify.com/track/3Q4WeJmzxuDpzMu9QjQqbM,,76,268120,7,1,4,0.205,0.708,0.641,0,0.0945,-4.296,0.0335,0.253,113.082,The Dutchess,https://i.scdn.co/image/ab67616d00001e02eb59d8c00eb852e07b1c4b83
5,"Buy U a Drank (Shawty Snappin')",T-Pain,T-Pain featuring Yung Joc,2007-01-01T07:00:00.000Z,2aIdVb8v9KTpEZnftkz2mD,https://open.spotify.com/track/2aIdVb8v9KTpEZnftkz2mD,https://p.scdn.co/mp3-preview/0f56c023a3ce2ad0eeeaeb8bf46f8a2b61f2c272?cid=957b95b824cd41e99aa58c2c544d8191,75,227960,1,1,4,0.0108,0.451,0.55,0,0.0737,-8.137,0.262,0.594,80.001,Epiphany,https://i.scdn.co/image/ab67616d00001e02aad32187513cd6916ddd3c87
6,"Before He Cheats",Carrie Underwood,Carrie Underwood,2007-01-01T07:00:00.000Z,0ZUo4YjG4saFnEJhdWp9Bt,https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt,https://p.scdn.co/mp3-preview/b61f1fd8811b6c9bd9d5d0b47c35175aba787201?cid=957b95b824cd41e99aa58c2c544d8191,76,199947,6,0,4,0.271,0.519,0.749,0,0.119,-3.318,0.0405,0.29,147.905,Some Hearts,https://i.scdn.co/image/ab67616d00001e02724bd326692d222c5906b0b0
7,"Hey There Delilah",Plain White T's,Plain White T's,2007-01-01T07:00:00.000Z,4RCWB3V8V0dignt99LZ8vH,https://open.spotify.com/track/4RCWB3V8V0dignt99LZ8vH,,81,232533,2,1,4,0.872,0.656,0.291,0,0.114,-10.572,0.0293,0.298,103.971,All That We Needed,https://i.scdn.co/image/ab67616d00001e02beae6e69d6505fd379ef3081
8,"I Wanna Love You",Akon,Akon featuring Snoop Dogg,2007-01-01T07:00:00.000Z,4xAk8Lw82G3YoVSOdVAsBx,https://open.spotify.com/track/4xAk8Lw82G3YoVSOdVAsBx,,69,247067,0,1,4,0.0373,0.866,0.454,0.00000149,0.275,-9.383,0.0414,0.368,99.985,Konvicted,https://i.scdn.co/image/ab67616d00001e02bd3517ae40f1d5f1b92f0bd4
9,"Say It Right",Nelly Furtado,Nelly Furtado,2007-01-01T07:00:00.000Z,5AtFypwxB2ShXSxNj12dEd,https://open.spotify.com/track/5AtFypwxB2ShXSxNj12dEd,,58,223080,1,1,4,0.0409,0.871,0.869,0.00111,0.053,-6.308,0.139,0.834,116.95,Loose,https://i.scdn.co/image/ab67616d00001e0295c8b0b2138284842a5eef49
10,"Glamorous",Fergie,Fergie featuring Ludacris,2007-01-01T07:00:00.000Z,4KTtYhxFtFL7mBwnjkKfLm,https://open.spotify.com/track/4KTtYhxFtFL7mBwnjkKfLm,,69,246573,0,1,4,0.288,0.81,0.755,0,0.0857,-6.408,0.201,0.623,130.99,The Dutchess,https://i.scdn.co/image/ab67616d00001e02cd6e744e8eef1e97b80c5771
11,"Don't Matter",Akon,Akon,2007-01-01T07:00:00.000Z,7I6DceMT3utDOHjcYCbrr4,https://open.spotify.com/track/7I6DceMT3utDOHjcYCbrr4,,67,293053,2,1,4,0.244,0.798,0.443,0,0.326,-6.062,0.0403,0.354,125.232,Konvicted,https://i.scdn.co/image/ab67616d00001e02d9bcf5565005950b353bc9cf
